lemma,en_US,en_GB,en_AU,en_CA,notes
appetizes,appetizes,appetizes,,,
appetizement,appetizement,appetizement,,,
appetizements,appetizements,appetizements,,,
appetizement's,appetizement's,appetizement's,,,
appetizer,appetizer,appetizer,,,
appetizers,appetizers,appetizers,,,
appetizer's,appetizer's,appetizer's,,,
appetizingly,appetizingly,appetizingly,,,
apprizal,apprizal,apprizal,,,
apprizer,apprizer,apprizer,,,
apprizers,apprizers,apprizers,,,
apprizings,apprizings,apprizings,,,
arabization,arabization,arabization,,,
arabizations,arabizations,arabizations,,,
arabization's,arabization's,arabization's,,,
arabize,arabize,arabize,,,
arabized,arabized,arabized,,,
arabizing,arabizing,arabizing,,,
arabizes,arabizes,arabizes,,,
arbalester,arbalester,arbalestre,,,
arbor,arbor,arbour,,arbour,
arbors,arbors,arbours,,arbours,
arbores,arbores,arboures,,arboures,
arbor's,arbor's,arbour's,,arbour's,
arbored,arbored,arboured,,,
arborization,arborization,arborization,,,
arborizations,arborizations,arborizations,,,
arborization's,arborization's,arborization's,,,
arborize,arborize,arborize,,,
arborized,arborized,arborized,,,
arborizing,arborizing,arborizing,,,
arborizes,arborizes,arborizes,,,
archaeological,archaeological,archaeological,,,
archaeologist,archaeologist,archaeologist,,,
archaeologists,archaeologists,archaeologists,,,
archaeologist's,archaeologist's,archaeologist's,,,
archaeology,archaeology,archaeology,,archaeology,
archaeologies,archaeologies,archaeologies,,archaeologies,
archaeology's,archaeology's,archaeology's,,archaeology's,
archaize,archaize,archaize,,,
archaized,archaized,archaized,,,
archaizing,archaizing,archaizing,,,
archaizes,archaizes,archaizes,,,
archaizer,archaizer,archaizer,,,
archaizers,archaizers,archaizers,,,
archaizer's,archaizer's,archaizer's,,,
arche,arche,archae,,,
archeal,archeal,archaeal,,,
archean,archean,archaean,,,
archeoastronomy,archeoastronomy,archaeoastronomy,,,
archeoastronomies,archeoastronomies,archaeoastronomies,,,
archeocyte,archeocyte,archaeocyte,,,
archeocyte's,archeocyte's,archaeocyte's,,,
archeol,archeol,archaeol,,,
archeolithic,archeolithic,archaeolithic,,,
archeologian,archeologian,archaeologian,,,
archeologic,archeologic,archaeologic,,,
archeometry,archeometry,archaeometry,,,
archeometries,archeometries,archaeometries,,,
archeopteryx,archeopteryx,archaeopteryx,,,
archeozoic,archeozoic,archaeozoic,,,
archeus,archeus,archaeus,,,
archei,archei,archaei,,,
arcticize,arcticize,arcticize,,,
arcticizes,arcticizes,arcticizes,,,
ardor,ardor,ardour,,ardour,
ardors,ardors,ardours,,ardours,
ardor's,ardor's,ardour's,,ardour's,
arenicolor,arenicolor,arenicolour,,,
areole,areole,areolae,,,
areometrical,areometrical,araeometrical,,,
areostyle,areostyle,araeostyle,,,
areostyles,areostyles,araeostyles,,,
areosystyle,areosystyle,araeosystyle,,,
ariste,ariste,aristae,,,
arithmetization,arithmetization,arithmetization,,,
arithmetizations,arithmetizations,arithmetizations,,,
arithmetization's,arithmetization's,arithmetization's,,,
arithmetize,arithmetize,arithmetize,,,
arithmetizes,arithmetizes,arithmetizes,,,
arithmetized,arithmetized,arithmetized,,,
armor,armor,armour,,armour,
armored,armored,armoured,,armoured,
armoring,armoring,armouring,,armouring,
armors,armors,armours,,armours,
armor's,armor's,armour's,,armour's,
armorbearer,armorbearer,armourbearer,,,
armorbearer's,armorbearer's,armourbearer's,,,
armorer,armorer,armourer,,armourer,
armorers,armorers,armourers,,armourers,
armorer's,armorer's,armourer's,,armourer's,
armoried,armoried,armouried,,,
armorless,armorless,armourless,,,
armory,armory,armoury,,armoury,
armories,armories,armouries,,armouries,
armory's,armory's,armoury's,,armoury's,
aromatite,aromatite,aromatitae,,,
aromatization,aromatization,aromatization,,,
aromatization's,aromatization's,aromatization's,,,
aromatize,aromatize,aromatize,,,
aromatized,aromatized,aromatized,,,
aromatizing,aromatizing,aromatizing,,,
aromatizes,aromatizes,aromatizes,,,
aromatizer,aromatizer,aromatizer,,,
aromatizer's,aromatizer's,aromatizer's,,,
arsenicize,arsenicize,arsenicize,,,
arsenicizes,arsenicizes,arsenicizes,,,
arterialization,arterialization,arterialization,,,
arterializations,arterializations,arterializations,,,
arterialization's,arterialization's,arterialization's,,,
arterialize,arterialize,arterialize,,,
arterialized,arterialized,arterialized,,,
arterializing,arterializing,arterializing,,,
arterializes,arterializes,arterializes,,,
arthrempyesis,arthrempyesis,arthroempyesis,,,
artificialize,artificialize,artificialize,,,
artificialized,artificialized,artificialized,,,
artificializing,artificializing,artificializing,,,
artificializes,artificializes,artificializes,,,
arytenoid,arytenoid,arytaenoid,,,
arytenoids,arytenoids,arytaenoids,,,
asafetida,asafetida,asafoetida,,asafetida,
asafetidas,asafetidas,asafoetidas,,asafetidas,
asafetida's,asafetida's,asafoetida's,,asafetida's,
ascendancy,ascendancy,ascendancy,,ascendancy,
ascendancy's,ascendancy's,ascendancy's,,ascendancy's,
ascendant,ascendant,ascendant,,ascendant,
ascendants,ascendants,ascendants,,ascendants,
ascendant's,ascendant's,ascendant's,,ascendant's,
asepticize,asepticize,asepticize,,,
asepticized,asepticized,asepticized,,,
asepticizing,asepticizing,asepticizing,,,
asepticizes,asepticizes,asepticizes,,,
asexualization,asexualization,asexualization,,,
asexualization's,asexualization's,asexualization's,,,
asexualize,asexualize,asexualize,,,
asexualized,asexualized,asexualized,,,
asexualizing,asexualizing,asexualizing,,,
aspheterize,aspheterize,aspheterize,,,
aspheterized,aspheterized,aspheterized,,,
aspheterizing,aspheterizing,aspheterizing,,,
aspheterizes,aspheterizes,aspheterizes,,,
ass,ass,ass,,,
ass,ass,arse,,,
asses,asses,asses,,,
asses,asses,arses,,,
ass's,ass's,ass's,,,
ass's,ass's,arse's,,,
assafetida,assafetida,assafoetida,,,
assafetidas,assafetidas,assafoetidas,,,
asshole,asshole,arsehole,,,
assholes,assholes,arseholes,,,
asshole's,asshole's,arsehole's,,,
astigmatizer,astigmatizer,astigmatizer,,,
astigmatizers,astigmatizers,astigmatizers,,,
astigmatizer's,astigmatizer's,astigmatizer's,,,
astrean,astrean,astraean,,,
astronomize,astronomize,astronomize,,,
astronomized,astronomized,astronomized,,,
astronomizing,astronomizing,astronomizing,,,
astronomizes,astronomizes,astronomizes,,,
asynchronize,asynchronize,asynchronize,,,
asynchronized,asynchronized,asynchronized,,,
asynchronizing,asynchronizing,asynchronizing,,,
asynchronizes,asynchronizes,asynchronizes,,,
atheize,atheize,atheize,,,
atheized,atheized,atheized,,,
atheizing,atheizing,atheizing,,,
atheizes,atheizes,atheizes,,,
athetize,athetize,athetize,,,
athetized,athetized,athetized,,,
athetizing,athetizing,athetizing,,,
athetizes,athetizes,athetizes,,,
atmolyze,atmolyze,atmolyse,,atmolyze,
atmolyzed,atmolyzed,atmolysed,,atmolyzed,
atmolyzing,atmolyzing,atmolysing,,atmolyzing,
atmolyzes,atmolyzes,atmolyses,,atmolyzes,
atomizability,atomizability,atomizability,,,
atomizable,atomizable,atomizable,,,
atomization,atomization,atomization,,,
atomizations,atomizations,atomizations,,,
atomization's,atomization's,atomization's,,,
atomize,atomize,atomize,,,
atomized,atomized,atomized,,,
atomizing,atomizing,atomizing,,,
atomizes,atomizes,atomizes,,,
atomizer,atomizer,atomizer,,,
atomizers,atomizers,atomizers,,,
atomizer's,atomizer's,atomizer's,,,
atroceruleus,atroceruleus,atrocoeruleus,,,
attemper,attemper,attempre,,,
atticize,atticize,atticize,,,
atticizes,atticizes,atticizes,,,
attitudinization,attitudinization,attitudinization,,,
attitudinize,attitudinize,attitudinize,,,
attitudinized,attitudinized,attitudinized,,,
attitudinizing,attitudinizing,attitudinizing,,,
attitudinizes,attitudinizes,attitudinizes,,,
attitudinizings,attitudinizings,attitudinizings,,,
attitudinizer,attitudinizer,attitudinizer,,,
attitudinizers,attitudinizers,attitudinizers,,,
attitudinizer's,attitudinizer's,attitudinizer's,,,
aunter,aunter,auntre,,,
auntie,auntie,auntie,,,
aunties,aunties,aunties,,,
autecious,autecious,autoecious,,,
auteciously,auteciously,autoeciously,,,
auteciousness,auteciousness,autoeciousness,,,
auteciousness's,auteciousness's,autoeciousness's,,,
autecism,autecism,autoecism,,,
autecisms,autecisms,autoecisms,,,
autecism's,autecism's,autoecism's,,,
autecy,autecy,autoecy,,,
authorizable,authorizable,authorizable,,,
authorization,authorization,authorization,,,
authorizations,authorizations,authorizations,,,
authorization's,authorization's,authorization's,,,
authorize,authorize,authorize,,,
authorized,authorized,authorized,,,
authorizing,authorizing,authorizing,,,
authorizes,authorizes,authorizes,,,
authorizer,authorizer,authorizer,,,
authorizers,authorizers,authorizers,,,
authorizer's,authorizer's,authorizer's,,,
autocatalyze,autocatalyze,autocatalyse,,autocatalyze,
autocatalyzed,autocatalyzed,autocatalysed,,autocatalyzed,
autocatalyzing,autocatalyzing,autocatalysing,,autocatalyzing,
autocatalyzes,autocatalyzes,autocatalyses,,autocatalyzes,
autodialer,autodialer,autodialler,,,
autoimmunization,autoimmunization,autoimmunization,,,
autoionization,autoionization,autoionization,,,
autoionization's,autoionization's,autoionization's,,,
autolyzate,autolyzate,autolysate,,autolyzate,
autolyzates,autolyzates,autolysates,,autolyzates,
autolyze,autolyze,autolyse,,autolyze,
autolyzed,autolyzed,autolysed,,autolyzed,
autolyzing,autolyzing,autolysing,,autolyzing,
autolyzes,autolyzes,autolyses,,autolyzes,
automatization,automatization,automatization,,,
automatizations,automatizations,automatizations,,,
automatization's,automatization's,automatization's,,,
automatize,automatize,automatize,,,
automatized,automatized,automatized,,,
automatizing,automatizing,automatizing,,,
automatizes,automatizes,automatizes,,,
autotomize,autotomize,autotomize,,,
autotomized,autotomized,autotomized,,,
autotomizing,autotomizing,autotomizing,,,
autotomizes,autotomizes,autotomizes,,,
autotoxemia,autotoxemia,autotoxaemia,,,
autotoxemias,autotoxemias,autotoxaemias,,,
autotoxemia's,autotoxemia's,autotoxaemia's,,,
avianize,avianize,avianize,,,
avianized,avianized,avianized,,,
avianizing,avianizing,avianizing,,,
avianizes,avianizes,avianizes,,,
avizandum,avizandum,avizandum,,,
avizandums,avizandums,avizandums,,,
avize,avize,avize,,,
avized,avized,avized,,,
avizing,avizing,avizing,,,
avizes,avizes,avizes,,,
ax,ax,axe,,,
ax's,ax's,axe's,,,
axiomatization,axiomatization,axiomatization,,,
axiomatizations,axiomatizations,axiomatizations,,,
axiomatization's,axiomatization's,axiomatization's,,,
axiomatize,axiomatize,axiomatize,,,
axiomatized,axiomatized,axiomatized,,,
axiomatizing,axiomatizing,axiomatizing,,,
axiomatizes,axiomatizes,axiomatizes,,,
azotemia,azotemia,azotaemia,,,
azotization,azotization,azotization,,,
azotize,azotize,azotize,,,
azotized,azotized,azotized,,,
azotizing,azotizing,azotizing,,,
azotizes,azotizes,azotizes,,,
azotorrhea,azotorrhea,azotorrhoea,,,
bachelorize,bachelorize,bachelorize,,,
bachelorizes,bachelorizes,bachelorizes,,,
bacillemia,bacillemia,bacillaemia,,,
bacillemias,bacillemias,bacillaemias,,,
backpedaled,backpedaled,backpedalled,,,
backpedaling,backpedaling,backpedalling,,,
baconize,baconize,baconize,,,
baconizes,baconizes,baconizes,,,
bacteremia,bacteremia,bacteraemia,,,
bacteremias,bacteremias,bacteraemias,,,
bacteremia's,bacteremia's,bacteraemia's,,,
bacteria,bacteria,bacteria,,,
bacteriemia,bacteriemia,bacteriaemia,,,
bacterize,bacterize,bacterize,,,
bacterized,bacterized,bacterized,,,
bacterizing,bacterizing,bacterizing,,,
bacterizes,bacterizes,bacterizes,,,
balkanization,balkanization,balkanization,,,
balkanizations,balkanizations,balkanizations,,,
balkanization's,balkanization's,balkanization's,,,
balkanize,balkanize,balkanize,,,
balkanized,balkanized,balkanized,,,
balkanizing,balkanizing,balkanizing,,,
balkanizes,balkanizes,balkanizes,,,
balladize,balladize,balladize,,,
balladized,balladized,balladized,,,
balladizing,balladizing,balladizing,,,
balladizes,balladizes,balladizes,,,
balsamize,balsamize,balsamize,,,
balsamizes,balsamizes,balsamizes,,,
banalization,banalization,banalization,,,
banalizations,banalizations,banalizations,,,
banalize,banalize,banalize,,,
banalized,banalized,banalized,,,
banalizing,banalizing,banalizing,,,
banalizes,banalizes,banalizes,,,
bandanna,bandanna,bandanna,,bandana,
bandannas,bandannas,bandannas,,bandanas,
bandanna's,bandanna's,bandanna's,,bandana's,
banister,banister,banister,,,
banisters,banisters,banisters,,,
banister's,banister's,banister's,,,
bantamize,bantamize,bantamize,,,
bantamizes,bantamizes,bantamizes,,,
baptizable,baptizable,baptizable,,,
baptizables,baptizables,baptizables,,,
baptizable's,baptizable's,baptizable's,,,
baptize,baptize,baptize,,,
baptized,baptized,baptized,,,
baptizing,baptizing,baptizing,,,
baptizes,baptizes,baptizes,,,
baptizement,baptizement,baptizement,,,
baptizements,baptizements,baptizements,,,
baptizement's,baptizement's,baptizement's,,,
baptizer,baptizer,baptizer,,,
baptizers,baptizers,baptizers,,,
baptizer's,baptizer's,baptizer's,,,
barbarianize,barbarianize,barbarianize,,,
barbarianizes,barbarianizes,barbarianizes,,,
barbarization,barbarization,barbarization,,,
barbarizations,barbarizations,barbarizations,,,
barbarization's,barbarization's,barbarization's,,,
barbarize,barbarize,barbarize,,,
barbarized,barbarized,barbarized,,,
barbarizing,barbarizing,barbarizing,,,
barbarizes,barbarizes,barbarizes,,,
barbecue,barbecue,barbecue,,barbeque,
barbecued,barbecued,barbecued,,barbequed,
barbecuing,barbecuing,barbecuing,,barbequing,
barbecues,barbecues,barbecues,,barbeques,
barbecue's,barbecue's,barbecue's,,barbeque's,
bark,bark,bark,,,
barks,barks,barks,,,
bark's,bark's,bark's,,,
bark,bark,barque,,,
barks,barks,barques,,,
bark's,bark's,barque's,,,
baronetize,baronetize,baronetize,,,
baronetized,baronetized,baronetized,,,
baronetizing,baronetizing,baronetizing,,,
baronize,baronize,baronize,,,
baronizes,baronizes,baronizes,,,
barreled,barreled,barrelled,,,
barreling,barreling,barrelling,,,
bartizan,bartizan,bartizan,,,
bartizans,bartizans,bartizans,,,
bartizaned,bartizaned,bartizaned,,,
barycenter,barycenter,barycentre,,,
bastardization,bastardization,bastardization,,,
bastardizations,bastardizations,bastardizations,,,
bastardization's,bastardization's,bastardization's,,,
bastardize,bastardize,bastardize,,,
bastardized,bastardized,bastardized,,,
bastardizing,bastardizing,bastardizing,,,
bastardizes,bastardizes,bastardizes,,,
bastinaded,bastinaded,bastinadoed,,,
bastinades,bastinades,bastinadoes,,,
battologize,battologize,battologize,,,
battologized,battologized,battologized,,,
battologizing,battologizing,battologizing,,,
beaverize,beaverize,beaverize,,,
beaverizes,beaverizes,beaverizes,,,
beclamor,beclamor,beclamour,,,
beclamored,beclamored,beclamoured,,,
beclamoring,beclamoring,beclamouring,,,
beclamors,beclamors,beclamours,,,
becolor,becolor,becolour,,,
becudgeled,becudgeled,becudgelled,,,
becudgeling,becudgeling,becudgelling,,,
bedeviled,bedeviled,bedevilled,,,
bedeviling,bedeviling,bedevilling,,,
bedlamize,bedlamize,bedlamize,,,
bedlamized,bedlamized,bedlamized,,,
bedlamizing,bedlamizing,bedlamizing,,,
bedlamizes,bedlamizes,bedlamizes,,,
bedriveled,bedriveled,bedrivelled,,,
bedriveling,bedriveling,bedrivelling,,,
befavor,befavor,befavour,,,
beglamor,beglamor,beglamour,,,
beglamored,beglamored,beglamoured,,,
beglamoring,beglamoring,beglamouring,,,
beglamors,beglamors,beglamours,,,
behavior,behavior,behaviour,,behaviour,
behaviors,behaviors,behaviours,,behaviours,
behavior's,behavior's,behaviour's,,behaviour's,
behavioral,behavioral,behavioural,,behavioural,
behavioraler,behavioraler,behaviouraler,,behaviouraler,
behavioralest,behavioralest,behaviouralest,,behaviouralest,
behaviorally,behaviorally,behaviourally,,behaviourally,
behaviored,behaviored,behavioured,,,
behaviorism,behaviorism,behaviourism,,behaviourism,
behaviorisms,behaviorisms,behaviourisms,,behaviourisms,
behaviorism's,behaviorism's,behaviourism's,,behaviourism's,
behaviorist,behaviorist,behaviourist,,behaviourist,
behaviorists,behaviorists,behaviourists,,behaviourists,
behavioristic,behavioristic,behaviouristic,,behaviouristic,
behavioristicer,behavioristicer,behaviouristicer,,behaviouristicer,
behavioristicest,behavioristicest,behaviouristicest,,behaviouristicest,
behavioristics,behavioristics,behaviouristics,,behaviouristics,
behmenism,behmenism,boehmenism,,,
behoove,behoove,behove,,behoove,
behooved,behooved,behoved,,behooved,
behooving,behooving,behoving,,behooving,
behooves,behooves,behoves,,behooves,
